          (   2,    0) (   1,    1) (   1,    1) (   1,    3) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    0)
          (   1,    0) (   1,    6) (   1,    1) (   1,    4) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    2)
          (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    6) (   1,    0) (   1,    1)
          (   1,    0) (   1,    0) (   2,    0) (   2,    1) (   1,    1) (   1,    4) (   1,    0) (   1,    0) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    0) (   1,    6) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   2,    0) (   1,    1)
          (   1,    1) (   1,    3) (   1,    2) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    5)
          (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    4) (   1,    0) (   1,    7) (   1,    0) (   1,    0)
          (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    5) (   1,    1) (   1,    0) (   1,    0) (   1,    0)
          (   1,    4) (   1,    0) (   1,    4) (   1,    3) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0)
          (   1,    0) (   1,    5) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    0)
          (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    6) (   1,    2) (   1,    0)
          (   1,    0) (   1,    0) (   3,    0) (   1,    4) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   3,    0)
         
node   2 sent_total    875  recv_total    887

node   3  (   1,    0) (   0,    0) (   4,    2) (   4,    3) (   1,    4) (   2,    2) (   2,    3) (   2,    0) (   2,    0) (   1,    0)
          (   2,    6) (   2,    1) (   2,    1) (   2,    0) (   2,    8) (   2,    8) (   2,    1) (   2,    1) (   2,    8) (   2,    1)
          (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    0) (   2,    8) (   2,    1) (   2,    0) (   2,    1) (   2,    0)
          (   2,    9) (   2,    0) (   2,    9) (   2,    0) (   2,    0) (   2,    0) (   2,    1) (   2,    0) (   2,    0) (   2,    1)
          (   2,    0) (   2,    0) (   2,    0) (   2,    0) (   2,    1) (   2,    7) (   2,    8) (   2,    8) (   2,    1) (   2,    0)
          (   2,    0) (   2,    0) (   2,    0) (   2,    7) (   2,    0) (   2,    1) (   2,    7) (   2,    1) (   2,    0) (   2,    0)
          (   2,    1) (   2,    0) (   2,    8) (   2,    2) (   2,    1) (   2,    1) (   2,    1) (   2,    0) (   2,    8) (   2,    1)
          (   2,    0) (   2,    0) (   2,    1) (   0,    0) (   1,    0) (   1,    0) (   2,    1) (   2,    0) (   1,    8) (   1,    8)
          (   2,    2) (   2,    0) (   2,    0) (   2,    0) (   2,    7) (   2,    0) (   2,    2) (   2,    0) (   2,    0) (   2,    1)
          (   2,    0) (   2,    7) (   2,    1) (   2,    0) (   1,    6) (   2,    0) (   1,    1) (   2,    0) (   2,    0) (   2,    0)
          (   2,    0) (   2,    1) (   2,    0) (   2,    2) (   2,    0) (   2,    0) (   4,    0) (   2,    5) (   2,    5) (   2,    1)
          (   2,    4) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    3) (   1,    0) (   1,    0) (   1,    6) (   1,    1)
          (   1,    1) (   0,    0) (   1,    0) (   2,    0) (   1,    1) (   1,    2) (   1,    4) (   1,    1) (   1,    3) (   1,    1)
          (   1,    3) (   1,    0) (   1,    1) (   1,    3) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   4,    0) (   1,    1)
          (   2,    2) (   1,    3) (   0,    6) (   1,    1) (   1,    2) (   1,    2) (   1,    0) (   1,    5) (   1,    0) (   0,    1)
          (   1,    1) (   0,    0) (   3,    0) (   2,    1) (   2,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    5) (   0,    0)
          (   1,    2) (   1,    1) (   1,    0) (   3,    0) (   1,    5) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   2,    0)
          (   2,    1) (   3,    2) (   3,    1) (   1,    2) (   1,    3) (   0,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    3)
          (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   2,    2) (   2,    1) (   2,    2) (   3,    2)
          (   1,    3) (   1,    0) (   1,    1) (   1,    3) (   0,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    5) (   1,    0) (   1,    0) (   1,    0)
          (   1,    3) (   1,    0) (   1,    0) (   1,    0) (   1,    3) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    0)
          (   4,    0) (   1,    2) (   0,    6) (   1,    1) (   0,    1) (   1,    3) (   1,    0) (   0,    1) (   1,    1) (   1,    1)
          (   3,    1) (   1,    2) (   0,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    6) (   1,    1)
          (   1,    1) (   1,    0) (   1,    1) (   4,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    1)
          (   1,    0) (   2,    0) (   2,    1) (   1,    2) (   1,    5) (   1,    0) (   1,    2) (   1,    0) (   0,    0) (   1,    1)
          (   1,    1) (   3,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   3,    1) (   3,    1) (   0,    3)
          (   1,    4) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   4,    0) (   2,    1) (   3,    2) (   3,    2) (   1,    6)
          (   1,    2) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    5) (   1,    0) (   1,    2) (   1,    1)
          (   1,    6) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   3,    0) (   3,    1) (   3,    1) (   1,    2) (   3,    0)
          (   3,    1) (   1,    2) (   1,    6) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   3,    0) (   3,    1) (   1,    1)
          (   1,    3) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   2,    0) (   2,    1) (   1,    2) (   1,    6) (   1,    1)
          (   1,    3) (   1,    1) (   1,    0) (   4,    0) (   4,    1) (   1,    6) (   1,    0) (   1,    2) (   1,    1) (   1,    1)
          (   4,    1) (   4,    1) (   2,    1) (   1,    2) (   1,    6) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    0)
          (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1)
          (   1,    5) (   1,    1) (   1,    3) (   1,    4) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   3,    1) (   2,    1)
          (   2,    1) (   1,    1) (   3,    2) (   3,    1) (   3,    1) (   1,    2) (   1,    4) (   1,    0) (   1,    1) (   1,    0)
          (   1,    2) (   1,    5) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   4,    0) (   4,    1) (   4,    3) (   4,    2)
          (   4,    1) (   1,    3) (   1,    4) (   1,    1) (   1,    3) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   4,    0)
          (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    6) (   1,    0)
          (   1,    1) (   1,    1) (   1,    1) (   3,    0) (   3,    1) (   2,    1) (   1,    3) (   1,    0) (   1,    1) (   1,    1)
          (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    6) (   1,    0) (   1,    1) (   1,    5) (   1,    0) (   1,    0)
          (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   4,    1) (   1,    3)
          (   1,    6) (   1,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   2,    0) (   1,    3) (   1,    1)
          (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    5) (   1,    1) (   1,    1) (   1,    1)
          (   1,    1) (   1,    0) (   4,    0) (   3,    1) (   1,    3) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   3,    0)
          (   1,    2) (   1,    3) (   1,    5) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   3,    0) (   2,    1) (   1,    2)
          (   1,    1) (   1,    6) (   1,    3) (   1,    2) (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   1,    5) (   1,    0)
          (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    7) (   1,    2) (   1,    0) (   1,    0)
          (   1,    0) (   3,    0) (   1,    1) (   1,    2) (   1,    5) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   3,    0)
          (   1,    6) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   4,    0) (   1,    2)
          (   1,    7) (   1,    0) (   1,    1) (   1,    4) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    3) (   1,    0)
          (   1,    1) (   1,    0) (   1,    0) (   3,    0) (   3,    1) (   1,    3) (   1,    5) (   1,    0) (   1,    2) (   1,    2)
